step,step_divided,persistent_count,persistent_ratio
192,12.8,482,0.94140625
193,12.866666666666667,482,0.94140625
194,12.933333333333334,482,0.94140625
195,13.0,480,0.9375
196,13.066666666666666,480,0.9375
197,13.133333333333333,480,0.9375
198,13.2,480,0.9375
199,13.266666666666667,480,0.9375
200,13.333333333333334,480,0.9375
201,13.4,480,0.9375
202,13.466666666666667,480,0.9375
203,13.533333333333333,480,0.9375
204,13.6,479,0.935546875
205,13.666666666666666,479,0.935546875
206,13.733333333333333,479,0.935546875
207,13.8,479,0.935546875
208,13.866666666666667,479,0.935546875
209,13.933333333333334,478,0.93359375
210,14.0,478,0.93359375
211,14.066666666666666,478,0.93359375
212,14.133333333333333,478,0.93359375
213,14.2,478,0.93359375
214,14.266666666666667,478,0.93359375
215,14.333333333333334,478,0.93359375
216,14.4,478,0.93359375
217,14.466666666666667,478,0.93359375
218,14.533333333333333,478,0.93359375
219,14.6,478,0.93359375
220,14.666666666666666,477,0.931640625
221,14.733333333333333,477,0.931640625
222,14.8,477,0.931640625
223,14.866666666666667,477,0.931640625
224,14.933333333333334,477,0.931640625
225,15.0,477,0.931640625
226,15.066666666666666,477,0.931640625
227,15.133333333333333,477,0.931640625
228,15.2,477,0.931640625
229,15.266666666666667,477,0.931640625
230,15.333333333333334,477,0.931640625
231,15.4,477,0.931640625
232,15.466666666666667,477,0.931640625
233,15.533333333333333,477,0.931640625
234,15.6,477,0.931640625
235,15.666666666666666,477,0.931640625
236,15.733333333333333,477,0.931640625
237,15.8,477,0.931640625
238,15.866666666666667,477,0.931640625
239,15.933333333333334,477,0.931640625
240,16.0,477,0.931640625
241,16.066666666666666,477,0.931640625
242,16.133333333333333,476,0.9296875
243,16.2,476,0.9296875
244,16.266666666666666,476,0.9296875
245,16.333333333333332,476,0.9296875
246,16.4,476,0.9296875
247,16.466666666666665,476,0.9296875
248,16.533333333333335,476,0.9296875
249,16.6,476,0.9296875
250,16.666666666666668,476,0.9296875
251,16.733333333333334,476,0.9296875
252,16.8,476,0.9296875
253,16.866666666666667,475,0.927734375
254,16.933333333333334,475,0.927734375
255,17.0,475,0.927734375
256,17.066666666666666,475,0.927734375
257,17.133333333333333,475,0.927734375
258,17.2,475,0.927734375
259,17.266666666666666,475,0.927734375
260,17.333333333333332,475,0.927734375
261,17.4,475,0.927734375
262,17.466666666666665,475,0.927734375
263,17.533333333333335,475,0.927734375
264,17.6,475,0.927734375
265,17.666666666666668,475,0.927734375
266,17.733333333333334,475,0.927734375
267,17.8,475,0.927734375
268,17.866666666666667,475,0.927734375
269,17.933333333333334,475,0.927734375
270,18.0,475,0.927734375
271,18.066666666666666,475,0.927734375
272,18.133333333333333,475,0.927734375
273,18.2,475,0.927734375
274,18.266666666666666,475,0.927734375
275,18.333333333333332,475,0.927734375
276,18.4,475,0.927734375
277,18.466666666666665,475,0.927734375
278,18.533333333333335,474,0.92578125
279,18.6,474,0.92578125
280,18.666666666666668,473,0.923828125
281,18.733333333333334,472,0.921875
282,18.8,472,0.921875
283,18.866666666666667,472,0.921875
284,18.933333333333334,472,0.921875
285,19.0,472,0.921875
286,19.066666666666666,472,0.921875
287,19.133333333333333,472,0.921875
288,19.2,472,0.921875
289,19.266666666666666,472,0.921875
290,19.333333333333332,472,0.921875
291,19.4,472,0.921875
292,19.466666666666665,471,0.919921875
293,19.533333333333335,471,0.919921875
294,19.6,471,0.919921875
295,19.666666666666668,471,0.919921875
296,19.733333333333334,471,0.919921875
297,19.8,471,0.919921875
298,19.866666666666667,471,0.919921875
299,19.933333333333334,471,0.919921875
300,20.0,470,0.91796875
301,20.066666666666666,470,0.91796875
302,20.133333333333333,469,0.916015625
303,20.2,469,0.916015625
304,20.266666666666666,469,0.916015625
305,20.333333333333332,469,0.916015625
306,20.4,469,0.916015625
307,20.466666666666665,468,0.9140625
308,20.533333333333335,468,0.9140625
309,20.6,468,0.9140625
310,20.666666666666668,467,0.912109375
311,20.733333333333334,466,0.91015625
312,20.8,466,0.91015625
313,20.866666666666667,466,0.91015625
314,20.933333333333334,466,0.91015625
315,21.0,466,0.91015625
316,21.066666666666666,466,0.91015625
317,21.133333333333333,466,0.91015625
318,21.2,466,0.91015625
319,21.266666666666666,465,0.908203125
320,21.333333333333332,465,0.908203125
321,21.4,465,0.908203125
322,21.466666666666665,465,0.908203125
323,21.533333333333335,463,0.904296875
324,21.6,463,0.904296875
325,21.666666666666668,463,0.904296875
326,21.733333333333334,463,0.904296875
327,21.8,463,0.904296875
328,21.866666666666667,462,0.90234375
329,21.933333333333334,462,0.90234375
330,22.0,461,0.900390625
331,22.066666666666666,461,0.900390625
332,22.133333333333333,461,0.900390625
333,22.2,461,0.900390625
334,22.266666666666666,461,0.900390625
335,22.333333333333332,461,0.900390625
336,22.4,461,0.900390625
337,22.466666666666665,461,0.900390625
338,22.533333333333335,461,0.900390625
339,22.6,461,0.900390625
340,22.666666666666668,461,0.900390625
341,22.733333333333334,461,0.900390625
342,22.8,461,0.900390625
343,22.866666666666667,461,0.900390625
344,22.933333333333334,461,0.900390625
345,23.0,461,0.900390625
346,23.066666666666666,461,0.900390625
347,23.133333333333333,461,0.900390625
348,23.2,460,0.8984375
349,23.266666666666666,458,0.89453125
350,23.333333333333332,457,0.892578125
351,23.4,457,0.892578125
352,23.466666666666665,457,0.892578125
353,23.533333333333335,457,0.892578125
354,23.6,456,0.890625
355,23.666666666666668,456,0.890625
356,23.733333333333334,456,0.890625
357,23.8,456,0.890625
358,23.866666666666667,455,0.888671875
359,23.933333333333334,455,0.888671875
360,24.0,454,0.88671875
361,24.066666666666666,454,0.88671875
362,24.133333333333333,453,0.884765625
363,24.2,453,0.884765625
364,24.266666666666666,453,0.884765625
365,24.333333333333332,452,0.8828125
366,24.4,452,0.8828125
367,24.466666666666665,452,0.8828125
368,24.533333333333335,452,0.8828125
369,24.6,452,0.8828125
370,24.666666666666668,452,0.8828125
371,24.733333333333334,452,0.8828125
372,24.8,451,0.880859375
373,24.866666666666667,451,0.880859375
374,24.933333333333334,451,0.880859375
375,25.0,451,0.880859375
376,25.066666666666666,451,0.880859375
377,25.133333333333333,451,0.880859375
378,25.2,451,0.880859375
379,25.266666666666666,451,0.880859375
380,25.333333333333332,451,0.880859375
381,25.4,451,0.880859375
382,25.466666666666665,451,0.880859375
383,25.533333333333335,451,0.880859375
384,25.6,451,0.880859375
385,25.666666666666668,451,0.880859375
386,25.733333333333334,451,0.880859375
387,25.8,451,0.880859375
388,25.866666666666667,451,0.880859375
389,25.933333333333334,450,0.87890625
390,26.0,450,0.87890625
391,26.066666666666666,450,0.87890625
392,26.133333333333333,450,0.87890625
393,26.2,450,0.87890625
394,26.266666666666666,450,0.87890625
395,26.333333333333332,450,0.87890625
396,26.4,450,0.87890625
397,26.466666666666665,450,0.87890625
398,26.533333333333335,450,0.87890625
399,26.6,450,0.87890625
400,26.666666666666668,450,0.87890625
401,26.733333333333334,450,0.87890625
402,26.8,449,0.876953125
403,26.866666666666667,449,0.876953125
404,26.933333333333334,449,0.876953125
405,27.0,449,0.876953125
406,27.066666666666666,449,0.876953125
407,27.133333333333333,449,0.876953125
408,27.2,449,0.876953125
409,27.266666666666666,448,0.875
410,27.333333333333332,448,0.875
411,27.4,448,0.875
412,27.466666666666665,448,0.875
413,27.533333333333335,448,0.875
414,27.6,447,0.873046875
415,27.666666666666668,447,0.873046875
416,27.733333333333334,447,0.873046875
417,27.8,447,0.873046875
418,27.866666666666667,447,0.873046875
419,27.933333333333334,447,0.873046875
420,28.0,447,0.873046875
421,28.066666666666666,447,0.873046875
422,28.133333333333333,446,0.87109375
423,28.2,446,0.87109375
424,28.266666666666666,444,0.8671875
425,28.333333333333332,444,0.8671875
426,28.4,444,0.8671875
427,28.466666666666665,444,0.8671875
428,28.533333333333335,443,0.865234375
429,28.6,443,0.865234375
430,28.666666666666668,443,0.865234375
431,28.733333333333334,443,0.865234375
432,28.8,443,0.865234375
433,28.866666666666667,441,0.861328125
434,28.933333333333334,441,0.861328125
435,29.0,441,0.861328125
436,29.066666666666666,441,0.861328125
437,29.133333333333333,440,0.859375
438,29.2,440,0.859375
439,29.266666666666666,440,0.859375
440,29.333333333333332,440,0.859375
441,29.4,440,0.859375
442,29.466666666666665,440,0.859375
443,29.533333333333335,440,0.859375
444,29.6,440,0.859375
445,29.666666666666668,439,0.857421875
446,29.733333333333334,439,0.857421875
447,29.8,439,0.857421875
448,29.866666666666667,439,0.857421875
449,29.933333333333334,439,0.857421875
450,30.0,439,0.857421875
451,30.066666666666666,439,0.857421875
452,30.133333333333333,439,0.857421875
453,30.2,439,0.857421875
454,30.266666666666666,439,0.857421875
455,30.333333333333332,439,0.857421875
456,30.4,439,0.857421875
457,30.466666666666665,439,0.857421875
458,30.533333333333335,439,0.857421875
459,30.6,439,0.857421875
460,30.666666666666668,439,0.857421875
461,30.733333333333334,439,0.857421875
462,30.8,439,0.857421875
463,30.866666666666667,439,0.857421875
464,30.933333333333334,439,0.857421875
465,31.0,439,0.857421875
466,31.066666666666666,439,0.857421875
467,31.133333333333333,439,0.857421875
468,31.2,439,0.857421875
469,31.266666666666666,439,0.857421875
470,31.333333333333332,439,0.857421875
471,31.4,439,0.857421875
472,31.466666666666665,439,0.857421875
473,31.533333333333335,439,0.857421875
474,31.6,439,0.857421875
475,31.666666666666668,439,0.857421875
476,31.733333333333334,439,0.857421875
477,31.8,439,0.857421875
478,31.866666666666667,439,0.857421875
479,31.933333333333334,438,0.85546875
480,32.0,438,0.85546875
481,32.06666666666667,438,0.85546875
482,32.13333333333333,438,0.85546875
483,32.2,438,0.85546875
484,32.266666666666666,438,0.85546875
485,32.333333333333336,438,0.85546875
486,32.4,438,0.85546875
487,32.46666666666667,437,0.853515625
488,32.53333333333333,437,0.853515625
489,32.6,437,0.853515625
490,32.666666666666664,437,0.853515625
491,32.733333333333334,437,0.853515625
492,32.8,437,0.853515625
493,32.86666666666667,437,0.853515625
494,32.93333333333333,437,0.853515625
495,33.0,437,0.853515625
496,33.06666666666667,437,0.853515625
497,33.13333333333333,437,0.853515625
498,33.2,437,0.853515625
499,33.266666666666666,437,0.853515625
500,33.333333333333336,437,0.853515625
501,33.4,437,0.853515625
502,33.46666666666667,437,0.853515625
503,33.53333333333333,437,0.853515625
504,33.6,437,0.853515625
505,33.666666666666664,437,0.853515625
506,33.733333333333334,437,0.853515625
507,33.8,437,0.853515625
508,33.86666666666667,437,0.853515625
509,33.93333333333333,437,0.853515625
510,34.0,437,0.853515625
511,34.06666666666667,437,0.853515625
512,34.13333333333333,437,0.853515625
513,34.2,437,0.853515625
514,34.266666666666666,437,0.853515625
515,34.333333333333336,437,0.853515625
516,34.4,437,0.853515625
517,34.46666666666667,437,0.853515625
518,34.53333333333333,437,0.853515625
519,34.6,437,0.853515625
520,34.666666666666664,437,0.853515625
521,34.733333333333334,437,0.853515625
522,34.8,437,0.853515625
523,34.86666666666667,437,0.853515625
524,34.93333333333333,436,0.8515625
525,35.0,436,0.8515625
526,35.06666666666667,436,0.8515625
527,35.13333333333333,436,0.8515625
528,35.2,435,0.849609375
529,35.266666666666666,435,0.849609375
530,35.333333333333336,435,0.849609375
531,35.4,435,0.849609375
532,35.46666666666667,435,0.849609375
533,35.53333333333333,435,0.849609375
534,35.6,435,0.849609375
535,35.666666666666664,435,0.849609375
536,35.733333333333334,435,0.849609375
537,35.8,435,0.849609375
538,35.86666666666667,435,0.849609375
539,35.93333333333333,435,0.849609375
540,36.0,435,0.849609375
541,36.06666666666667,435,0.849609375
542,36.13333333333333,435,0.849609375
543,36.2,435,0.849609375
544,36.266666666666666,435,0.849609375
545,36.333333333333336,435,0.849609375
546,36.4,435,0.849609375
547,36.46666666666667,435,0.849609375
548,36.53333333333333,435,0.849609375
549,36.6,435,0.849609375
550,36.666666666666664,435,0.849609375
551,36.733333333333334,435,0.849609375
552,36.8,435,0.849609375
553,36.86666666666667,435,0.849609375
554,36.93333333333333,435,0.849609375
555,37.0,435,0.849609375
556,37.06666666666667,435,0.849609375
557,37.13333333333333,435,0.849609375
558,37.2,435,0.849609375
559,37.266666666666666,435,0.849609375
560,37.333333333333336,435,0.849609375
561,37.4,435,0.849609375
562,37.46666666666667,435,0.849609375
563,37.53333333333333,435,0.849609375
564,37.6,435,0.849609375
565,37.666666666666664,435,0.849609375
566,37.733333333333334,435,0.849609375
567,37.8,435,0.849609375
568,37.86666666666667,435,0.849609375
569,37.93333333333333,435,0.849609375
570,38.0,435,0.849609375
571,38.06666666666667,435,0.849609375
572,38.13333333333333,435,0.849609375
573,38.2,435,0.849609375
574,38.266666666666666,435,0.849609375
575,38.333333333333336,435,0.849609375
576,38.4,434,0.84765625
577,38.46666666666667,434,0.84765625
578,38.53333333333333,434,0.84765625
579,38.6,434,0.84765625
580,38.666666666666664,434,0.84765625
581,38.733333333333334,434,0.84765625
582,38.8,434,0.84765625
583,38.86666666666667,434,0.84765625
584,38.93333333333333,434,0.84765625
585,39.0,434,0.84765625
586,39.06666666666667,433,0.845703125
587,39.13333333333333,432,0.84375
588,39.2,432,0.84375
589,39.266666666666666,432,0.84375
590,39.333333333333336,432,0.84375
591,39.4,432,0.84375
592,39.46666666666667,432,0.84375
593,39.53333333333333,432,0.84375
594,39.6,432,0.84375
595,39.666666666666664,432,0.84375
596,39.733333333333334,432,0.84375
597,39.8,432,0.84375
598,39.86666666666667,432,0.84375
599,39.93333333333333,432,0.84375
600,40.0,432,0.84375
601,40.06666666666667,432,0.84375
602,40.13333333333333,432,0.84375
603,40.2,432,0.84375
604,40.266666666666666,432,0.84375
605,40.333333333333336,432,0.84375
606,40.4,432,0.84375
607,40.46666666666667,432,0.84375
608,40.53333333333333,432,0.84375
609,40.6,432,0.84375
610,40.666666666666664,432,0.84375
611,40.733333333333334,432,0.84375
612,40.8,432,0.84375
613,40.86666666666667,432,0.84375
614,40.93333333333333,431,0.841796875
615,41.0,431,0.841796875
616,41.06666666666667,431,0.841796875
617,41.13333333333333,431,0.841796875
618,41.2,431,0.841796875
619,41.266666666666666,430,0.83984375
620,41.333333333333336,430,0.83984375
621,41.4,430,0.83984375
622,41.46666666666667,430,0.83984375
623,41.53333333333333,430,0.83984375
624,41.6,430,0.83984375
625,41.666666666666664,430,0.83984375
626,41.733333333333334,430,0.83984375
627,41.8,430,0.83984375
628,41.86666666666667,430,0.83984375
629,41.93333333333333,430,0.83984375
630,42.0,430,0.83984375
631,42.06666666666667,430,0.83984375
632,42.13333333333333,430,0.83984375
633,42.2,430,0.83984375
634,42.266666666666666,429,0.837890625
635,42.333333333333336,429,0.837890625
636,42.4,429,0.837890625
637,42.46666666666667,429,0.837890625
638,42.53333333333333,429,0.837890625
639,42.6,429,0.837890625
640,42.666666666666664,428,0.8359375
641,42.733333333333334,428,0.8359375
642,42.8,428,0.8359375
643,42.86666666666667,428,0.8359375
644,42.93333333333333,428,0.8359375
645,43.0,428,0.8359375
646,43.06666666666667,428,0.8359375
647,43.13333333333333,428,0.8359375
648,43.2,428,0.8359375
649,43.266666666666666,428,0.8359375
650,43.333333333333336,428,0.8359375
651,43.4,428,0.8359375
652,43.46666666666667,428,0.8359375
653,43.53333333333333,428,0.8359375
654,43.6,428,0.8359375
655,43.666666666666664,428,0.8359375
656,43.733333333333334,428,0.8359375
657,43.8,428,0.8359375
658,43.86666666666667,428,0.8359375
659,43.93333333333333,428,0.8359375
660,44.0,428,0.8359375
661,44.06666666666667,426,0.83203125
662,44.13333333333333,426,0.83203125
663,44.2,425,0.830078125
664,44.266666666666666,425,0.830078125
665,44.333333333333336,425,0.830078125
666,44.4,424,0.828125
667,44.46666666666667,424,0.828125
668,44.53333333333333,424,0.828125
669,44.6,424,0.828125
670,44.666666666666664,424,0.828125
671,44.733333333333334,424,0.828125
672,44.8,424,0.828125
673,44.86666666666667,424,0.828125
674,44.93333333333333,424,0.828125
675,45.0,424,0.828125
676,45.06666666666667,424,0.828125
677,45.13333333333333,424,0.828125
678,45.2,424,0.828125
679,45.266666666666666,424,0.828125
680,45.333333333333336,424,0.828125
681,45.4,424,0.828125
682,45.46666666666667,424,0.828125
683,45.53333333333333,423,0.826171875
684,45.6,423,0.826171875
685,45.666666666666664,423,0.826171875
686,45.733333333333334,423,0.826171875
687,45.8,423,0.826171875
688,45.86666666666667,423,0.826171875
689,45.93333333333333,423,0.826171875
690,46.0,423,0.826171875
691,46.06666666666667,423,0.826171875
692,46.13333333333333,423,0.826171875
693,46.2,423,0.826171875
694,46.266666666666666,423,0.826171875
695,46.333333333333336,423,0.826171875
696,46.4,422,0.82421875
697,46.46666666666667,422,0.82421875
698,46.53333333333333,422,0.82421875
699,46.6,422,0.82421875
700,46.666666666666664,422,0.82421875
701,46.733333333333334,421,0.822265625
702,46.8,421,0.822265625
703,46.86666666666667,421,0.822265625
704,46.93333333333333,421,0.822265625
705,47.0,421,0.822265625
706,47.06666666666667,421,0.822265625
707,47.13333333333333,421,0.822265625
708,47.2,421,0.822265625
709,47.266666666666666,421,0.822265625
710,47.333333333333336,421,0.822265625
711,47.4,421,0.822265625
712,47.46666666666667,421,0.822265625
713,47.53333333333333,421,0.822265625
714,47.6,421,0.822265625
715,47.666666666666664,421,0.822265625
716,47.733333333333334,421,0.822265625
717,47.8,421,0.822265625
718,47.86666666666667,421,0.822265625
719,47.93333333333333,421,0.822265625
720,48.0,421,0.822265625
721,48.06666666666667,421,0.822265625
722,48.13333333333333,421,0.822265625
723,48.2,421,0.822265625
724,48.266666666666666,421,0.822265625
725,48.333333333333336,421,0.822265625
726,48.4,421,0.822265625
727,48.46666666666667,421,0.822265625
728,48.53333333333333,421,0.822265625
729,48.6,421,0.822265625
730,48.666666666666664,420,0.8203125
731,48.733333333333334,420,0.8203125
732,48.8,420,0.8203125
733,48.86666666666667,420,0.8203125
734,48.93333333333333,420,0.8203125
735,49.0,419,0.818359375
736,49.06666666666667,419,0.818359375
737,49.13333333333333,419,0.818359375
738,49.2,418,0.81640625
739,49.266666666666666,418,0.81640625
740,49.333333333333336,418,0.81640625
741,49.4,418,0.81640625
742,49.46666666666667,418,0.81640625
743,49.53333333333333,418,0.81640625
744,49.6,418,0.81640625
745,49.666666666666664,418,0.81640625
746,49.733333333333334,417,0.814453125
747,49.8,417,0.814453125
748,49.86666666666667,417,0.814453125
749,49.93333333333333,417,0.814453125
750,50.0,417,0.814453125
751,50.06666666666667,417,0.814453125
752,50.13333333333333,417,0.814453125
753,50.2,416,0.8125
754,50.266666666666666,416,0.8125
755,50.333333333333336,416,0.8125
756,50.4,416,0.8125
757,50.46666666666667,416,0.8125
758,50.53333333333333,416,0.8125
759,50.6,416,0.8125
760,50.666666666666664,416,0.8125
761,50.733333333333334,416,0.8125
762,50.8,416,0.8125
763,50.86666666666667,415,0.810546875
764,50.93333333333333,415,0.810546875
765,51.0,414,0.80859375
766,51.06666666666667,414,0.80859375
767,51.13333333333333,414,0.80859375
768,51.2,414,0.80859375
769,51.266666666666666,414,0.80859375
770,51.333333333333336,414,0.80859375
771,51.4,413,0.806640625
772,51.46666666666667,413,0.806640625
773,51.53333333333333,413,0.806640625
774,51.6,413,0.806640625
775,51.666666666666664,413,0.806640625
776,51.733333333333334,413,0.806640625
777,51.8,413,0.806640625
778,51.86666666666667,413,0.806640625
779,51.93333333333333,412,0.8046875
780,52.0,412,0.8046875
781,52.06666666666667,411,0.802734375
782,52.13333333333333,411,0.802734375
783,52.2,411,0.802734375
784,52.266666666666666,411,0.802734375
785,52.333333333333336,410,0.80078125
786,52.4,410,0.80078125
787,52.46666666666667,410,0.80078125
788,52.53333333333333,410,0.80078125
789,52.6,410,0.80078125
790,52.666666666666664,409,0.798828125
791,52.733333333333334,409,0.798828125
792,52.8,409,0.798828125
793,52.86666666666667,409,0.798828125
794,52.93333333333333,408,0.796875
795,53.0,408,0.796875
796,53.06666666666667,408,0.796875
797,53.13333333333333,408,0.796875
798,53.2,408,0.796875
799,53.266666666666666,407,0.794921875
800,53.333333333333336,407,0.794921875
801,53.4,407,0.794921875
802,53.46666666666667,407,0.794921875
803,53.53333333333333,407,0.794921875
804,53.6,407,0.794921875
805,53.666666666666664,407,0.794921875
806,53.733333333333334,407,0.794921875
807,53.8,407,0.794921875
808,53.86666666666667,407,0.794921875
809,53.93333333333333,407,0.794921875
810,54.0,407,0.794921875
811,54.06666666666667,407,0.794921875
812,54.13333333333333,407,0.794921875
813,54.2,406,0.79296875
814,54.266666666666666,406,0.79296875
815,54.333333333333336,405,0.791015625
816,54.4,405,0.791015625
817,54.46666666666667,405,0.791015625
818,54.53333333333333,405,0.791015625
819,54.6,405,0.791015625
820,54.666666666666664,405,0.791015625
821,54.733333333333334,405,0.791015625
822,54.8,405,0.791015625
823,54.86666666666667,405,0.791015625
824,54.93333333333333,405,0.791015625
825,55.0,405,0.791015625
826,55.06666666666667,405,0.791015625
827,55.13333333333333,405,0.791015625
828,55.2,404,0.7890625
829,55.266666666666666,404,0.7890625
830,55.333333333333336,404,0.7890625
831,55.4,404,0.7890625
832,55.46666666666667,403,0.787109375
833,55.53333333333333,403,0.787109375
834,55.6,403,0.787109375
835,55.666666666666664,403,0.787109375
836,55.733333333333334,403,0.787109375
837,55.8,403,0.787109375
838,55.86666666666667,403,0.787109375
839,55.93333333333333,403,0.787109375
840,56.0,403,0.787109375
841,56.06666666666667,403,0.787109375
842,56.13333333333333,402,0.78515625
