step,step_divided,persistent_count,persistent_ratio
843,56.2,402,0.78515625
844,56.266666666666666,400,0.78125
845,56.333333333333336,400,0.78125
846,56.4,400,0.78125
847,56.46666666666667,400,0.78125
848,56.53333333333333,400,0.78125
849,56.6,400,0.78125
850,56.666666666666664,400,0.78125
851,56.733333333333334,400,0.78125
852,56.8,399,0.779296875
853,56.86666666666667,399,0.779296875
854,56.93333333333333,399,0.779296875
855,57.0,399,0.779296875
856,57.06666666666667,399,0.779296875
857,57.13333333333333,398,0.77734375
858,57.2,398,0.77734375
859,57.266666666666666,398,0.77734375
860,57.333333333333336,398,0.77734375
861,57.4,398,0.77734375
862,57.46666666666667,398,0.77734375
863,57.53333333333333,398,0.77734375
864,57.6,398,0.77734375
865,57.666666666666664,398,0.77734375
866,57.733333333333334,398,0.77734375
867,57.8,398,0.77734375
868,57.86666666666667,398,0.77734375
869,57.93333333333333,398,0.77734375
870,58.0,398,0.77734375
871,58.06666666666667,397,0.775390625
872,58.13333333333333,397,0.775390625
873,58.2,397,0.775390625
874,58.266666666666666,396,0.7734375
875,58.333333333333336,396,0.7734375
876,58.4,396,0.7734375
877,58.46666666666667,396,0.7734375
878,58.53333333333333,396,0.7734375
879,58.6,396,0.7734375
880,58.666666666666664,396,0.7734375
881,58.733333333333334,394,0.76953125
882,58.8,394,0.76953125
883,58.86666666666667,394,0.76953125
884,58.93333333333333,394,0.76953125
885,59.0,394,0.76953125
886,59.06666666666667,394,0.76953125
887,59.13333333333333,394,0.76953125
888,59.2,394,0.76953125
889,59.266666666666666,394,0.76953125
890,59.333333333333336,394,0.76953125
891,59.4,394,0.76953125
892,59.46666666666667,394,0.76953125
893,59.53333333333333,394,0.76953125
894,59.6,394,0.76953125
895,59.666666666666664,393,0.767578125
896,59.733333333333334,393,0.767578125
897,59.8,393,0.767578125
898,59.86666666666667,393,0.767578125
899,59.93333333333333,393,0.767578125
900,60.0,392,0.765625
901,60.06666666666667,392,0.765625
902,60.13333333333333,392,0.765625
903,60.2,392,0.765625
904,60.266666666666666,392,0.765625
905,60.333333333333336,392,0.765625
906,60.4,392,0.765625
907,60.46666666666667,392,0.765625
908,60.53333333333333,392,0.765625
909,60.6,392,0.765625
910,60.666666666666664,392,0.765625
911,60.733333333333334,392,0.765625
912,60.8,392,0.765625
913,60.86666666666667,392,0.765625
914,60.93333333333333,392,0.765625
915,61.0,390,0.76171875
916,61.06666666666667,388,0.7578125
917,61.13333333333333,388,0.7578125
918,61.2,388,0.7578125
919,61.266666666666666,388,0.7578125
920,61.333333333333336,387,0.755859375
921,61.4,387,0.755859375
922,61.46666666666667,387,0.755859375
923,61.53333333333333,387,0.755859375
924,61.6,387,0.755859375
925,61.666666666666664,387,0.755859375
926,61.733333333333334,387,0.755859375
927,61.8,387,0.755859375
928,61.86666666666667,387,0.755859375
929,61.93333333333333,387,0.755859375
930,62.0,387,0.755859375
931,62.06666666666667,387,0.755859375
932,62.13333333333333,387,0.755859375
933,62.2,387,0.755859375
934,62.266666666666666,386,0.75390625
935,62.333333333333336,386,0.75390625
936,62.4,386,0.75390625
937,62.46666666666667,386,0.75390625
938,62.53333333333333,386,0.75390625
939,62.6,386,0.75390625
940,62.666666666666664,386,0.75390625
941,62.733333333333334,386,0.75390625
942,62.8,385,0.751953125
943,62.86666666666667,385,0.751953125
944,62.93333333333333,385,0.751953125
945,63.0,385,0.751953125
946,63.06666666666667,385,0.751953125
947,63.13333333333333,385,0.751953125
948,63.2,385,0.751953125
949,63.266666666666666,385,0.751953125
950,63.333333333333336,385,0.751953125
951,63.4,385,0.751953125
952,63.46666666666667,385,0.751953125
953,63.53333333333333,385,0.751953125
954,63.6,385,0.751953125
955,63.666666666666664,385,0.751953125
956,63.733333333333334,385,0.751953125
957,63.8,385,0.751953125
958,63.86666666666667,385,0.751953125
959,63.93333333333333,385,0.751953125
960,64.0,385,0.751953125
961,64.06666666666666,385,0.751953125
962,64.13333333333334,385,0.751953125
963,64.2,384,0.75
964,64.26666666666667,384,0.75
965,64.33333333333333,383,0.748046875
966,64.4,383,0.748046875
967,64.46666666666667,383,0.748046875
968,64.53333333333333,383,0.748046875
969,64.6,383,0.748046875
970,64.66666666666667,383,0.748046875
971,64.73333333333333,382,0.74609375
972,64.8,381,0.744140625
973,64.86666666666666,381,0.744140625
974,64.93333333333334,381,0.744140625
975,65.0,381,0.744140625
976,65.06666666666666,381,0.744140625
977,65.13333333333334,381,0.744140625
978,65.2,381,0.744140625
979,65.26666666666667,381,0.744140625
980,65.33333333333333,381,0.744140625
981,65.4,381,0.744140625
982,65.46666666666667,381,0.744140625
983,65.53333333333333,380,0.7421875
984,65.6,380,0.7421875
985,65.66666666666667,380,0.7421875
986,65.73333333333333,380,0.7421875
987,65.8,380,0.7421875
988,65.86666666666666,379,0.740234375
989,65.93333333333334,379,0.740234375
990,66.0,379,0.740234375
991,66.06666666666666,379,0.740234375
992,66.13333333333334,379,0.740234375
993,66.2,379,0.740234375
994,66.26666666666667,379,0.740234375
995,66.33333333333333,379,0.740234375
996,66.4,379,0.740234375
997,66.46666666666667,379,0.740234375
998,66.53333333333333,377,0.736328125
999,66.6,377,0.736328125
1000,66.66666666666667,377,0.736328125
1001,66.73333333333333,377,0.736328125
1002,66.8,377,0.736328125
1003,66.86666666666666,377,0.736328125
1004,66.93333333333334,377,0.736328125
1005,67.0,376,0.734375
1006,67.06666666666666,375,0.732421875
1007,67.13333333333334,375,0.732421875
1008,67.2,375,0.732421875
1009,67.26666666666667,375,0.732421875
1010,67.33333333333333,375,0.732421875
1011,67.4,374,0.73046875
1012,67.46666666666667,374,0.73046875
1013,67.53333333333333,374,0.73046875
1014,67.6,374,0.73046875
1015,67.66666666666667,373,0.728515625
1016,67.73333333333333,372,0.7265625
1017,67.8,372,0.7265625
1018,67.86666666666666,372,0.7265625
1019,67.93333333333334,372,0.7265625
1020,68.0,371,0.724609375
1021,68.06666666666666,371,0.724609375
1022,68.13333333333334,371,0.724609375
1023,68.2,371,0.724609375
1024,68.26666666666667,371,0.724609375
1025,68.33333333333333,371,0.724609375
1026,68.4,371,0.724609375
1027,68.46666666666667,371,0.724609375
1028,68.53333333333333,371,0.724609375
1029,68.6,370,0.72265625
1030,68.66666666666667,370,0.72265625
1031,68.73333333333333,370,0.72265625
1032,68.8,370,0.72265625
1033,68.86666666666666,370,0.72265625
1034,68.93333333333334,370,0.72265625
1035,69.0,370,0.72265625
1036,69.06666666666666,369,0.720703125
1037,69.13333333333334,369,0.720703125
1038,69.2,369,0.720703125
1039,69.26666666666667,368,0.71875
1040,69.33333333333333,368,0.71875
1041,69.4,368,0.71875
1042,69.46666666666667,368,0.71875
1043,69.53333333333333,368,0.71875
1044,69.6,368,0.71875
1045,69.66666666666667,368,0.71875
1046,69.73333333333333,368,0.71875
1047,69.8,368,0.71875
1048,69.86666666666666,367,0.716796875
1049,69.93333333333334,367,0.716796875
1050,70.0,367,0.716796875
1051,70.06666666666666,366,0.71484375
1052,70.13333333333334,366,0.71484375
1053,70.2,364,0.7109375
1054,70.26666666666667,364,0.7109375
1055,70.33333333333333,364,0.7109375
1056,70.4,364,0.7109375
1057,70.46666666666667,364,0.7109375
1058,70.53333333333333,364,0.7109375
1059,70.6,364,0.7109375
1060,70.66666666666667,364,0.7109375
1061,70.73333333333333,364,0.7109375
1062,70.8,364,0.7109375
1063,70.86666666666666,364,0.7109375
1064,70.93333333333334,364,0.7109375
1065,71.0,364,0.7109375
1066,71.06666666666666,364,0.7109375
1067,71.13333333333334,364,0.7109375
1068,71.2,364,0.7109375
1069,71.26666666666667,364,0.7109375
1070,71.33333333333333,362,0.70703125
1071,71.4,362,0.70703125
1072,71.46666666666667,361,0.705078125
1073,71.53333333333333,361,0.705078125
1074,71.6,361,0.705078125
1075,71.66666666666667,361,0.705078125
1076,71.73333333333333,361,0.705078125
1077,71.8,361,0.705078125
1078,71.86666666666666,361,0.705078125
1079,71.93333333333334,361,0.705078125
1080,72.0,361,0.705078125
1081,72.06666666666666,361,0.705078125
1082,72.13333333333334,360,0.703125
1083,72.2,360,0.703125
1084,72.26666666666667,360,0.703125
1085,72.33333333333333,360,0.703125
1086,72.4,359,0.701171875
1087,72.46666666666667,359,0.701171875
1088,72.53333333333333,359,0.701171875
1089,72.6,359,0.701171875
1090,72.66666666666667,359,0.701171875
1091,72.73333333333333,359,0.701171875
1092,72.8,359,0.701171875
1093,72.86666666666666,359,0.701171875
1094,72.93333333333334,359,0.701171875
1095,73.0,359,0.701171875
1096,73.06666666666666,359,0.701171875
1097,73.13333333333334,359,0.701171875
1098,73.2,359,0.701171875
1099,73.26666666666667,359,0.701171875
1100,73.33333333333333,359,0.701171875
1101,73.4,359,0.701171875
1102,73.46666666666667,358,0.69921875
1103,73.53333333333333,357,0.697265625
1104,73.6,357,0.697265625
1105,73.66666666666667,357,0.697265625
1106,73.73333333333333,356,0.6953125
1107,73.8,356,0.6953125
1108,73.86666666666666,356,0.6953125
1109,73.93333333333334,355,0.693359375
1110,74.0,355,0.693359375
1111,74.06666666666666,355,0.693359375
1112,74.13333333333334,355,0.693359375
1113,74.2,355,0.693359375
1114,74.26666666666667,355,0.693359375
1115,74.33333333333333,355,0.693359375
1116,74.4,355,0.693359375
1117,74.46666666666667,355,0.693359375
1118,74.53333333333333,355,0.693359375
1119,74.6,355,0.693359375
1120,74.66666666666667,355,0.693359375
1121,74.73333333333333,355,0.693359375
1122,74.8,353,0.689453125
1123,74.86666666666666,353,0.689453125
1124,74.93333333333334,352,0.6875
1125,75.0,351,0.685546875
1126,75.06666666666666,351,0.685546875
1127,75.13333333333334,351,0.685546875
1128,75.2,351,0.685546875
1129,75.26666666666667,351,0.685546875
1130,75.33333333333333,351,0.685546875
1131,75.4,351,0.685546875
1132,75.46666666666667,351,0.685546875
1133,75.53333333333333,351,0.685546875
1134,75.6,351,0.685546875
1135,75.66666666666667,351,0.685546875
1136,75.73333333333333,351,0.685546875
1137,75.8,351,0.685546875
1138,75.86666666666666,350,0.68359375
1139,75.93333333333334,350,0.68359375
1140,76.0,350,0.68359375
1141,76.06666666666666,349,0.681640625
1142,76.13333333333334,349,0.681640625
1143,76.2,349,0.681640625
1144,76.26666666666667,349,0.681640625
1145,76.33333333333333,349,0.681640625
1146,76.4,349,0.681640625
1147,76.46666666666667,349,0.681640625
1148,76.53333333333333,349,0.681640625
1149,76.6,349,0.681640625
1150,76.66666666666667,349,0.681640625
1151,76.73333333333333,349,0.681640625
1152,76.8,349,0.681640625
1153,76.86666666666666,349,0.681640625
1154,76.93333333333334,349,0.681640625
1155,77.0,348,0.6796875
